DBN,SCHOOL NAME,Num of SAT Test Takers,SAT Critical Reading Avg. Score 2012,SAT Math Avg. Score 2012,SAT Writing Avg. Score 2012,Total SAT Score (Out of 2400) 2012,Performance Category,math_2010,reading_2010,writing_2010,total_sat_2010,LOCATION_CODE,LOCATION_NAME,Location 1,borough,latitude,longitude
02M294,ESSEX STREET ACADEMY,53.0,394.0,384.0,378.0,1156.0,Low,364.0,382.0,366.0,1112.0,M294,Essex Street Academy,"350 GRAND STREET MANHATTAN NY 10002 (40.717329, -73.989329)",MANHATTAN,40.717329,-73.989329
02M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,58.0,374.0,375.0,362.0,1111.0,Low,415.0,397.0,391.0,1203.0,M296,High School of Hospitality Management,"525 WEST 50TH STREET MANHATTAN NY 10019 (40.765474, -73.9927)",MANHATTAN,40.765474,-73.9927
02M298,PACE HIGH SCHOOL,85.0,423.0,438.0,432.0,1293.0,Below Average,448.0,424.0,423.0,1295.0,M298,Pace High School,"100 HESTER STREET MANHATTAN NY 10002 (40.716231, -73.993607)",MANHATTAN,40.716231,-73.993607
02M300,"URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION, THE",48.0,404.0,449.0,416.0,1269.0,Below Average,446.0,405.0,415.0,1266.0,M300,"Urban Assembly School of Design and Construction,","525 WEST 50TH STREET MANHATTAN NY 10019 (40.765474, -73.9927)",MANHATTAN,40.765474,-73.9927
02M303,"FACING HISTORY SCHOOL, THE",76.0,353.0,358.0,340.0,1051.0,Low,373.0,381.0,377.0,1131.0,M303,"Facing History School, The","525 WEST 50TH STREET MANHATTAN NY 10019 (40.765474, -73.9927)",MANHATTAN,40.765474,-73.9927
02M305,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",50.0,375.0,388.0,385.0,1148.0,Low,406.0,411.0,411.0,1228.0,M305,"Urban Assembly Academy of Government and Law, The","350 GRAND STREET MANHATTAN NY 10002 (40.717329, -73.989329)",MANHATTAN,40.717329,-73.989329
02M308,LOWER MANHATTAN ARTS ACADEMY,40.0,403.0,392.0,405.0,1200.0,Low,381.0,409.0,412.0,1202.0,M308,Lower Manhattan Arts Academy,"350 GRAND STREET MANHATTAN NY 10002 (40.717329, -73.989329)",MANHATTAN,40.717329,-73.989329
02M313,"JAMES BALDWIN SCHOOL, THE: A SCHOOL FOR EXPEDITIONARY LEARNING",69.0,408.0,390.0,390.0,1188.0,Low,419.0,421.0,394.0,1234.0,M313,"James Baldwin School, The: A School for Expedition","351 WEST 18 STREET MANHATTAN NY 10011 (40.743407, -74.00254)",MANHATTAN,40.743407,-74.00254
02M316,"URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN, THE",42.0,373.0,370.0,384.0,1127.0,Low,409.0,401.0,391.0,1201.0,M316,"Urban Assembly School of Business for Young Women,","26 BROADWAY MANHATTAN NY 10004 (40.705688, -74.013303)",MANHATTAN,40.705688,-74.013303
02M374,GRAMERCY ARTS HIGH SCHOOL,60.0,391.0,391.0,394.0,1176.0,Low,376.0,395.0,386.0,1157.0,M374,Gramercy Arts High School,"40 IRVING PLACE MANHATTAN NY 10003 (40.735361, -73.987064)",MANHATTAN,40.735361,-73.987064
02M400,HIGH SCHOOL FOR ENVIRONMENTAL STUDIES,263.0,465.0,493.0,461.0,1419.0,Below Average,480.0,465.0,448.0,1393.0,M400,High School for Environmental Studies,"444 WEST 56 STREET MANHATTAN NY 10019 (40.767848, -73.98861)",MANHATTAN,40.767848,-73.98861
02M407,INSTITUTE FOR COLLABORATIVE EDUCATION,54.0,492.0,465.0,467.0,1424.0,Below Average,478.0,484.0,472.0,1434.0,M407,Institute for Collaborative Education,"345 EAST 15TH STREET MANHATTAN NY 10003 (40.732665, -73.98259)",MANHATTAN,40.732665,-73.98259
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,94.0,509.0,490.0,523.0,1522.0,Below Average,465.0,495.0,499.0,1459.0,M408,Professional Performing Arts High School,"328 WEST 48 STREET MANHATTAN NY 10036 (40.761327, -73.988665)",MANHATTAN,40.761327,-73.988665
02M411,BARUCH COLLEGE CAMPUS HIGH SCHOOL,104.0,496.0,563.0,518.0,1577.0,Below Average,583.0,523.0,528.0,1634.0,M411,Baruch College Campus High School,"55 EAST 25 STREET MANHATTAN NY 10010 (40.741888, -73.985723)",MANHATTAN,40.741888,-73.985723
02M412,N.Y.C. LAB SCHOOL FOR COLLABORATIVE STUDIES,114.0,537.0,590.0,550.0,1677.0,Average,597.0,561.0,567.0,1725.0,M412,N.Y.C. Lab School for Collaborative Studies,"333 WEST 17 STREET MANHATTAN NY 10011 (40.742512, -74.002222)",MANHATTAN,40.742512,-74.002222
02M413,SCHOOL OF THE FUTURE HIGH SCHOOL,66.0,517.0,533.0,515.0,1565.0,Below Average,488.0,475.0,466.0,1429.0,M413,School of the Future High School,"127 EAST 22 STREET MANHATTAN NY 10010 (40.739121, -73.985323)",MANHATTAN,40.739121,-73.985323
02M414,N.Y.C. MUSEUM SCHOOL,103.0,468.0,492.0,459.0,1419.0,Below Average,448.0,454.0,435.0,1337.0,M414,N.Y.C. Museum School,"333 WEST 17 STREET MANHATTAN NY 10011 (40.742512, -74.002222)",MANHATTAN,40.742512,-74.002222
02M416,ELEANOR ROOSEVELT HIGH SCHOOL,127.0,572.0,594.0,592.0,1758.0,Average,596.0,555.0,567.0,1718.0,M416,Eleanor Roosevelt High School,"411 EAST 76 STREET MANHATTAN NY 10021 (40.770288, -73.953276)",MANHATTAN,40.770288,-73.953276
02M418,MILLENNIUM HIGH SCHOOL,144.0,528.0,553.0,533.0,1614.0,Average,554.0,512.0,523.0,1589.0,M418,Millennium High School,"75 BROAD STREET MANHATTAN NY 10004 (40.704697, -74.011202)",MANHATTAN,40.704697,-74.011202
02M419,LANDMARK HIGH SCHOOL,62.0,390.0,399.0,381.0,1170.0,Low,370.0,369.0,359.0,1098.0,M419,Landmark High School,"351 WEST 18 STREET MANHATTAN NY 10011 (40.743407, -74.00254)",MANHATTAN,40.743407,-74.00254
02M420,HIGH SCHOOL FOR HEALTH PROFESSIONS AND HUMAN SERVICES,336.0,429.0,449.0,428.0,1306.0,Below Average,458.0,446.0,440.0,1344.0,M420,High School for Health Professions and Human Servi,"345 EAST 15TH STREET MANHATTAN NY 10003 (40.732665, -73.98259)",MANHATTAN,40.732665,-73.98259
02M425,LEADERSHIP AND PUBLIC SERVICE HIGH SCHOOL,84.0,416.0,426.0,391.0,1233.0,Below Average,429.0,419.0,406.0,1254.0,M425,Leadership and Public Service High School,"90 TRINITY PLACE MANHATTAN NY 10006 (40.708971, -74.012465)",MANHATTAN,40.708971,-74.012465
02M429,LEGACY SCHOOL FOR INTEGRATED STUDIES,29.0,356.0,357.0,349.0,1062.0,Low,356.0,379.0,354.0,1089.0,M429,Legacy School for Integrated Studies,"34 WEST 14 STREET MANHATTAN NY 10011 (40.736416, -73.995731)",MANHATTAN,40.736416,-73.995731
02M439,MANHATTAN VILLAGE ACADEMY,95.0,441.0,473.0,458.0,1372.0,Below Average,479.0,465.0,472.0,1416.0,M439,Manhattan Village Academy,"43 WEST 22 STREET MANHATTAN NY 10010 (40.741963, -73.991966)",MANHATTAN,40.741963,-73.991966
02M440,BAYARD RUSTIN EDUCATIONAL COMPLEX,59.0,378.0,365.0,368.0,1111.0,Low,394.0,387.0,379.0,1160.0,M440,,,,,
02M449,VANGUARD HIGH SCHOOL,72.0,395.0,416.0,388.0,1199.0,Low,395.0,367.0,373.0,1135.0,M449,Vanguard High School,"317 EAST 67 STREET MANHATTAN NY 10065 (40.765638, -73.959777)",MANHATTAN,40.765638,-73.959777
02M459,MANHATTAN INTERNATIONAL HIGH SCHOOL,49.0,376.0,460.0,391.0,1227.0,Below Average,463.0,418.0,415.0,1296.0,M459,Manhattan International High School,"317 EAST 67 STREET MANHATTAN NY 10065 (40.765638, -73.959777)",MANHATTAN,40.765638,-73.959777
02M460,WASHINGTON IRVING HIGH SCHOOL,151.0,373.0,387.0,360.0,1120.0,Low,385.0,381.0,368.0,1134.0,M460,Washington Irving High School,"40 IRVING PLACE MANHATTAN NY 10003 (40.735361, -73.987064)",MANHATTAN,40.735361,-73.987064
02M475,STUYVESANT HIGH SCHOOL,832.0,679.0,735.0,682.0,2096.0,High,735.0,674.0,678.0,2087.0,M475,Stuyvesant High School,"345 CHAMBERS STREET MANHATTAN NY 10282 (40.718025, -74.013921)",MANHATTAN,40.718025,-74.013921
02M489,HIGH SCHOOL OF ECONOMICS AND FINANCE,167.0,443.0,489.0,442.0,1374.0,Below Average,503.0,451.0,453.0,1407.0,M489,High School of Economics and Finance,"100 TRINITY PLACE MANHATTAN NY 10006 (40.70927, -74.012328)",MANHATTAN,40.70927,-74.012328
02M500,UNITY CENTER FOR URBAN TECHNOLOGIES,25.0,370.0,349.0,351.0,1070.0,Low,369.0,371.0,368.0,1108.0,M500,Unity Center for Urban Technologies,"111 EAST 33RD STREET MANHATTAN NY 10016 (40.74651, -73.98107)",MANHATTAN,40.74651,-73.98107
02M519,TALENT UNLIMITED HIGH SCHOOL,81.0,469.0,472.0,475.0,1416.0,Below Average,454.0,465.0,461.0,1380.0,M519,Talent Unlimited High School,"317 EAST 67 STREET MANHATTAN NY 10065 (40.765638, -73.959777)",MANHATTAN,40.765638,-73.959777
02M520,MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS,264.0,407.0,440.0,393.0,1240.0,Below Average,439.0,411.0,396.0,1246.0,M520,Murry Bergtraum High School for Business Careers,"411 PEARL STREET MANHATTAN NY 10038 (40.711441, -74.000851)",MANHATTAN,40.711441,-74.000851
02M529,JACQUELINE KENNEDY ONASSIS HIGH SCHOOL,131.0,414.0,425.0,400.0,1239.0,Below Average,424.0,420.0,398.0,1242.0,M529,Jacqueline Kennedy Onassis High School,"120 WEST 46 STREET MANHATTAN NY 10036 (40.757626, -73.98346)",MANHATTAN,40.757626,-73.98346
02M531,REPERTORY COMPANY HIGH SCHOOL FOR THEATRE ARTS,42.0,429.0,404.0,420.0,1253.0,Below Average,405.0,415.0,397.0,1217.0,M531,Repertory Company High School for Theatre Arts,"123 WEST 43 STREET MANHATTAN NY 10036 (40.756089, -73.984381)",MANHATTAN,40.756089,-73.984381
02M542,MANHATTAN BRIDGES HIGH SCHOOL,66.0,336.0,378.0,344.0,1058.0,Low,380.0,345.0,325.0,1050.0,M542,Manhattan Bridges High School,"525 WEST 50TH STREET MANHATTAN NY 10019 (40.765474, -73.9927)",MANHATTAN,40.765474,-73.9927
02M543,NEW DESIGN HIGH SCHOOL,73.0,391.0,395.0,382.0,1168.0,Low,385.0,390.0,387.0,1162.0,M543,New Design High School,"350 GRAND STREET MANHATTAN NY 10002 (40.717329, -73.989329)",MANHATTAN,40.717329,-73.989329
02M544,INDEPENDENCE HIGH SCHOOL,14.0,389.0,371.0,335.0,1095.0,Low,419.0,404.0,395.0,1218.0,M544,Independence High School,"850 10TH AVENUE MANHATTAN NY 10019 (40.767848, -73.98861)",MANHATTAN,40.767848,-73.98861
02M545,HIGH SCHOOL FOR DUAL LANGUAGE AND ASIAN STUDIES,78.0,412.0,581.0,431.0,1424.0,Below Average,612.0,416.0,419.0,1447.0,M545,High School for Dual Language and Asian Studies,"350 GRAND STREET MANHATTAN NY 10002 (40.717329, -73.989329)",MANHATTAN,40.717329,-73.989329
02M550,LIBERTY HIGH SCHOOL ACADEMY FOR NEWCOMERS,26.0,368.0,436.0,352.0,1156.0,Low,465.0,343.0,362.0,1170.0,M550,Liberty High School Academy for Newcomers,"250 WEST 18 STREET MANHATTAN NY 10011 (40.74182, -74.000238)",MANHATTAN,40.74182,-74.000238
02M551,THE URBAN ASSEMBLY NEW YORK HARBOR SCHOOL,77.0,405.0,423.0,384.0,1212.0,Below Average,369.0,372.0,368.0,1109.0,M551,Urban Assembly New York Harbor School,"10 SOUTH STREET, SLIP 7 MANHATTAN NY 10004 (40.689493, -74.018941)",MANHATTAN,40.689493,-74.018941
02M560,HIGH SCHOOL M560 s CITY AS SCHOOL,56.0,498.0,440.0,477.0,1415.0,Below Average,441.0,468.0,434.0,1343.0,M560,High School M560 - City As School,"16 CLARKSON STREET MANHATTAN NY 10014 (40.729052, -74.006155)",MANHATTAN,40.729052,-74.006155
02M565,URBAN ACADEMY LABORATORY HIGH SCHOOL,30.0,527.0,508.0,512.0,1547.0,Below Average,460.0,513.0,502.0,1475.0,M565,Urban Academy Laboratory High School,"317 EAST 67 STREET MANHATTAN NY 10065 (40.765638, -73.959777)",MANHATTAN,40.765638,-73.959777
02M570,SATELLITE ACADEMY HIGH SCHOOL,33.0,350.0,337.0,345.0,1032.0,Low,336.0,400.0,376.0,1112.0,M570,Satellite Academy High School,"120 WEST 30 STREET MANHATTAN NY 10001 (40.747425, -73.990562)",MANHATTAN,40.747425,-73.990562
02M575,MANHATTAN COMPREHENSIVE NIGHT AND DAY HIGH SCHOOL,121.0,345.0,517.0,343.0,1205.0,Below Average,475.0,355.0,339.0,1169.0,M575,Manhattan Comprehensive Night and Day High School,"240 2 AVENUE MANHATTAN NY 10003 (40.732699, -73.984333)",MANHATTAN,40.732699,-73.984333
02M580,RICHARD R. GREEN HIGH SCHOOL OF TEACHING,84.0,408.0,384.0,403.0,1195.0,Low,429.0,425.0,419.0,1273.0,M580,Richard R. Green High School of Teaching,"26 BROADWAY MANHATTAN NY 10004 (40.705688, -74.013303)",MANHATTAN,40.705688,-74.013303
02M586,HARVEY MILK HIGH SCHOOL,9.0,458.0,416.0,429.0,1303.0,Below Average,382.0,429.0,416.0,1227.0,M586,Harvey Milk High School,"2-10 ASTOR PLACE MANHATTAN NY 10003 (40.729661, -73.992343)",MANHATTAN,40.729661,-73.992343
02M600,THE HIGH SCHOOL OF FASHION INDUSTRIES,335.0,423.0,423.0,411.0,1257.0,Below Average,420.0,419.0,413.0,1252.0,M600,The High School of Fashion Industries,"225 WEST 24 STREET MANHATTAN NY 10011 (40.745677, -73.996354)",MANHATTAN,40.745677,-73.996354
02M605,HUMANITIES PREPARATORY ACADEMY,36.0,426.0,403.0,426.0,1255.0,Below Average,405.0,433.0,417.0,1255.0,M605,Humanities Preparatory Academy,"351 WEST 18 STREET MANHATTAN NY 10011 (40.743407, -74.00254)",MANHATTAN,40.743407,-74.00254
02M615,CHELSEA CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,83.0,399.0,418.0,390.0,1207.0,Below Average,412.0,393.0,376.0,1181.0,M615,Chelsea Career and Technical Education High School,"131 AVENUE OF THE AMERICAS MANHATTAN NY 10013 (40.72463, -74.005058)",MANHATTAN,40.72463,-74.005058
02M620,NORMAN THOMAS HIGH SCHOOL,154.0,370.0,379.0,359.0,1108.0,Low,387.0,378.0,370.0,1135.0,M620,Norman Thomas High School,"111 EAST 33RD STREET MANHATTAN NY 10016 (40.74651, -73.98107)",MANHATTAN,40.74651,-73.98107
02M625,HIGH SCHOOL OF GRAPHIC COMMUNICATION ARTS,191.0,395.0,382.0,376.0,1153.0,Low,378.0,370.0,360.0,1108.0,M625,High School of Graphic Communication Arts,"439 WEST 49TH STREET MANHATTAN NY 10019 (40.763655, -73.990318)",MANHATTAN,40.763655,-73.990318
02M630,ART AND DESIGN HIGH SCHOOL,270.0,444.0,441.0,430.0,1315.0,Below Average,423.0,427.0,418.0,1268.0,M630,Art and Design High School,"231-249 EAST 56 STREET MANHATTAN NY 10019 (40.759248, -73.967204)",MANHATTAN,40.759248,-73.967204
02M655,LIFE SCIENCES SECONDARY SCHOOL,61.0,409.0,424.0,403.0,1236.0,Below Average,389.0,399.0,383.0,1171.0,M655,Life Sciences Secondary School,"320 EAST 96 STREET MANHATTAN NY 10128 (40.783286, -73.945933)",MANHATTAN,40.783286,-73.945933
03M283,MANHATTAN THEATRE LAB HIGH SCHOOL,27.0,406.0,379.0,408.0,1193.0,Low,378.0,406.0,391.0,1175.0,M283,Manhattan Theatre Lab High School,"122 AMSTERDAM AVENUE MANHATTAN NY 10023 (40.774891, -73.985608)",MANHATTAN,40.774891,-73.985608
03M299,"HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",49.0,374.0,384.0,374.0,1132.0,Low,378.0,364.0,357.0,1099.0,M299,"High School for Arts, Imagination and Inquiry","122 AMSTERDAM AVENUE MANHATTAN NY 10023 (40.774891, -73.985608)",MANHATTAN,40.774891,-73.985608
03M307,"URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES, THE",41.0,384.0,390.0,370.0,1144.0,Low,363.0,374.0,377.0,1114.0,M307,"Urban Assembly School for Media Studies, The","122 AMSTERDAM AVENUE MANHATTAN NY 10023 (40.774891, -73.985608)",MANHATTAN,40.774891,-73.985608
03M415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL ARTS,32.0,371.0,368.0,370.0,1109.0,Low,373.0,376.0,371.0,1120.0,M415,Wadleigh Secondary School for the Performing & Vis,"215 WEST 114 STREET MANHATTAN NY 10026 (40.80261, -73.954152)",MANHATTAN,40.80261,-73.954152
03M470,LOUIS D. BRANDEIS HIGH SCHOOL,131.0,370.0,390.0,358.0,1118.0,Low,357.0,357.0,345.0,1059.0,M470,,,,,
03M479,BEACON HIGH SCHOOL,261.0,577.0,575.0,592.0,1744.0,Average,563.0,573.0,575.0,1711.0,M479,Beacon High School,"227-243 WEST 61ST STREET MANHATTAN NY 10023 (40.772608, -73.988338)",MANHATTAN,40.772608,-73.988338
03M485,FIORELLO H. LAGUARDIA HIGH SCHOOL OF MUSIC & ART AND PERFORMING ARTS,531.0,566.0,564.0,577.0,1707.0,Average,555.0,558.0,567.0,1680.0,M485,Fiorello H. LaGuardia High School of Music & Art a,"100 AMSTERDAM AVENUE MANHATTAN NY 10023 (40.774202, -73.985976)",MANHATTAN,40.774202,-73.985976
03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,75.0,433.0,433.0,411.0,1277.0,Below Average,425.0,407.0,397.0,1229.0,M494,High School of Arts and Technology,"122 AMSTERDAM AVENUE MANHATTAN NY 10023 (40.774891, -73.985608)",MANHATTAN,40.774891,-73.985608
03M505,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL,35.0,401.0,369.0,351.0,1121.0,Low,407.0,410.0,388.0,1205.0,M505,Edward A. Reynolds West Side High School,"140 WEST 102 STREET MANHATTAN NY 10025 (40.797136, -73.966779)",MANHATTAN,40.797136,-73.966779
03M541,MANHATTAN / HUNTER SCIENCE HIGH SCHOOL,111.0,473.0,506.0,467.0,1446.0,Below Average,525.0,481.0,469.0,1475.0,M541,Manhattan / Hunter Science High School,"122 AMSTERDAM AVENUE MANHATTAN NY 10023 (40.774891, -73.985608)",MANHATTAN,40.774891,-73.985608
03M860,FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL,43.0,356.0,379.0,361.0,1096.0,Low,410.0,414.0,406.0,1230.0,M860,Frederick Douglass Academy II Secondary School,"215 WEST 114 STREET MANHATTAN NY 10026 (40.80261, -73.954152)",MANHATTAN,40.80261,-73.954152
04M409,COALITION SCHOOL FOR SOCIAL CHANGE,48.0,354.0,357.0,373.0,1084.0,Low,372.0,390.0,383.0,1145.0,M409,Coalition School for Social Change,"2351 1ST AVENUE MANHATTAN NY 10035 (40.799265, -73.93374)",MANHATTAN,40.799265,-73.93374
04M435,MANHATTAN CENTER FOR SCIENCE AND MATHEMATICS,375.0,461.0,514.0,455.0,1430.0,Below Average,531.0,485.0,475.0,1491.0,M435,Manhattan Center for Science and Mathematics,"260 PLEASANT AVENUE MANHATTAN NY 10029 (40.794184, -73.932868)",MANHATTAN,40.794184,-73.932868
04M495,PARK EAST HIGH SCHOOL,51.0,373.0,379.0,376.0,1128.0,Low,374.0,360.0,362.0,1096.0,M495,Park East High School,"230-34 EAST 105 STREET MANHATTAN NY 10029 (40.790191, -73.944092)",MANHATTAN,40.790191,-73.944092
